Date,price
1987-05-21,-0.009661835748792202
1987-05-22,0.005420054200542035
1987-05-25,0.0026954177897573484
1987-05-26,0.001612903225806317
1987-05-27,-0.0016103059581319412
1987-05-28,0.0
1987-05-29,-0.0010752688172044333
1987-06-01,0.003767491926802924
1987-06-02,0.0016085790884718953
1987-06-03,0.0037473233404710093
1987-06-04,0.0016000000000000458
1987-06-05,-0.006922257720979874
1987-06-08,0.00536193029490617
1987-06-09,0.0016000000000000458
1987-06-10,0.0
1987-06-11,-0.005324813631522929
1987-06-12,0.005353319057815886
1987-06-16,0.006389776357827337
1987-06-17,0.006878306878306928
1987-06-18,0.0010509721492379942
1987-06-19,0.0
1987-06-22,0.002624671916010568
1987-06-23,-0.010471204188481797
1987-06-24,-0.007936507936507908
1987-06-25,-0.002666666666666706
1987-06-26,0.02032085561497321
1987-06-29,0.0036687631027254586
1987-06-30,-0.0036553524804178172
1987-07-01,-0.005241090146750449
1987-07-02,0.014225500526870327
1987-07-03,0.004155844155844024
1987-07-06,0.007759958613554163
1987-07-07,0.0010266940451744144
1987-07-08,-0.0010256410256409554
1987-07-09,0.010266940451745254
1987-07-10,0.002540650406504197
1987-07-13,0.005068423720222981
1987-07-14,0.002521432173474558
1987-07-15,0.02012072434607659
1987-07-16,0.005917159763313418
1987-07-17,0.011274509803921529
1987-07-20,-0.0038778477944739764
1987-07-21,-0.009732360097323589
1987-07-22,-0.0009828009828011242
1987-07-23,-0.008853910477127358
1987-07-24,-0.028287841191066976
1987-07-27,-0.0143003064351378
1987-07-28,0.024870466321243567
1987-07-29,0.010111223458038276
1987-07-30,0.011011011011010874
1987-07-31,-0.008415841584158312
1987-08-03,0.045931103344982516
1987-08-04,-0.014319809069212486
1987-08-05,-0.04116222760290544
1987-08-06,-0.002525252525252597
1987-08-07,-0.005063291139240533
1987-08-10,-0.01119592875318065
1987-08-11,0.0010293360782294148
1987-08-12,0.0025706940874037354
1987-08-13,-0.005128205128205221
1987-08-14,-0.0077319587628865705
1987-08-17,-0.020779220779220675
1987-08-18,-0.0053050397877985045
1987-08-19,-0.013333333333333308
1987-08-20,-0.010810810810810811
1987-08-21,-0.010928961748633892
1987-08-24,-0.034254143646408886
1987-08-25,0.004004576659038861
1987-08-26,0.031339031339031376
1987-08-27,0.009944751381215422
1987-08-28,-0.004376367614879806
1987-08-31,0.023626373626373542
1987-09-01,-0.01073537305421357
1987-09-02,-0.0016277807921867282
1987-09-03,-0.011956521739130421
1987-09-04,-0.002750275027502802
1987-09-07,-0.02923331494760051
1987-09-08,0.004545454545454408
1987-09-09,0.012443438914027105
1987-09-10,0.022346368715083997
1987-09-11,-0.006557377049180357
1987-09-14,-0.0016501650165017256
1987-09-15,0.020936639118457334
1987-09-16,0.0
1987-09-17,-0.005396654074473872
1987-09-18,-0.007053716766142082
1987-09-21,-0.0010928961748634114
1987-09-22,0.010940919037199182
1987-09-23,0.0
1987-09-24,0.010822510822510845
1987-09-25,-0.004282655246252598
1987-09-28,0.0026881720430105283
1987-09-29,-0.008042895442359144
1987-09-30,-0.00108108108108107
1987-10-01,0.0010822510822510178
1987-10-02,0.008108108108108025
1987-10-05,0.006970509383378065
1987-10-06,-0.009584664536741228
1987-10-07,-0.0010752688172044333
1987-10-08,0.002691065662002279
1987-10-09,-0.0016103059581319412
1987-10-12,-0.0026881720430107503
1987-10-13,0.0
1987-10-14,0.007008086253369239
1987-10-15,0.0
1987-10-16,0.017130620985010614
1987-10-19,0.0052631578947368585
1987-10-20,-0.01675392670157072
1987-10-21,0.007987220447284171
1987-10-22,0.010565240359218242
1987-10-23,-0.007841087297438487
1987-10-26,-0.01211801896733411
1987-10-27,0.002666666666666595
1987-10-28,0.0026595744680850686
1987-10-29,-0.0053050397877985045
1987-10-30,0.002666666666666595
1987-11-02,-0.0090425531914895
1987-11-03,-0.013419216317766991
1987-11-04,-0.024483133841131655
1987-11-05,-0.004461795872838681
1987-11-06,0.0056022408963585235
1987-11-09,-0.02506963788300831
1987-11-10,0.014285714285714235
1987-11-11,0.0028169014084507005
1987-11-12,0.002808988764045006
1987-11-13,-0.0028011204481792618
1987-11-16,-0.006741573033707926
1987-11-17,-0.015837104072398245
1987-11-18,-0.012643678160919491
1987-11-19,0.017462165308498312
1987-11-20,0.006864988558352492
1987-11-23,0.017045454545454364
1987-11-24,-0.003910614525139633
1987-11-25,-0.00841278743690399
1987-11-26,0.002828054298642524
1987-11-27,0.0028200789622110367
1987-11-30,-0.004499437570303799
1987-12-01,-0.0028248587570621764
